57.922.876,-152.500.511,57.885.278,-152.846.111
58.166.667,-152.5,58.49,-152.582.222
20.451.322,121.979.883,14.508.647,121.019.581
8.951.322,125.477.972,14.508.647,121.019.581
7.165.242,124.209.619,14.508.647,121.019.581
8.415.619,124.611.219,14.508.647,121.019.581
12.502.417,124.635.778,14.508.647,121.019.581
9.333.714,123.300.472,14.508.647,121.019.581
2.455.056,55.103.174,14.508.647,121.019.581
6.106.439,1.252.353,14.508.647,121.019.581
11.679.431,122.376.294,14.508.647,121.019.581
13.157.064,123.746.247,14.508.647,121.019.581
14.508.647,121.019.581,20.451.322,121.979.883
14.508.647,121.019.581,8.951.322,125.477.972
14.508.647,121.019.581,7.165.242,124.209.619
14.508.647,121.019.581,8.415.619,124.611.219
14.508.647,121.019.581,12.502.417,124.635.778
14.508.647,121.019.581,9.333.714,123.300.472
14.508.647,121.019.581,2.455.056,55.103.174
14.508.647,121.019.581,6.106.439,1.252.353
14.508.647,121.019.581,11.679.431,122.376.294
14.508.647,121.019.581,13.157.064,123.746.247
14.508.647,121.019.581,119.214.999,121.953
14.508.647,121.019.581,8.178.508,123.841.731
14.508.647,121.019.581,9.742.119,118.758.731
14.508.647,121.019.581,11.597.669,122.751.669
14.508.647,121.019.581,9.757.567,125.479.328
14.508.647,121.019.581,17.638.311,121.730.614
14.508.647,121.019.581,6.922.419,122.059.633
119.214.999,121.953,14.508.647,121.019.581
8.178.508,123.841.731,14.508.647,121.019.581
9.742.119,118.758.731,14.508.647,121.019.581
11.597.669,122.751.669,14.508.647,121.019.581
9.757.567,125.479.328,14.508.647,121.019.581
17.638.311,121.730.614,14.508.647,121.019.581
6.922.419,122.059.633,14.508.647,121.019.581
-7.228.333,-48.240.833,-10.241.667,-4.835.278
-12.083.333,-45,-158.711,-47.918.625
-12.083.333,-45,-12.910.994,-38.331.044
-158.711,-47.918.625,-12.083.333,-45
-158.711,-47.918.625,-11.885,-55.586
-158.711,-47.918.625,-21.134.167,-47.774.189
-25.000.339,-53.500.764,-23.432.075,-46.469.511
-15.652.931,-56.116.719,-16.632.033,-49.220.686
-15.652.931,-56.116.719,-11.885,-55.586
-20.468.667,-546.725,-22.220.833,-54.805.833
-22.220.833,-54.805.833,-20.468.667,-546.725
-22.220.833,-54.805.833,-23.432.075,-46.469.511
-22.808.903,-43.243.647,-21.134.167,-47.774.189
-23.432.075,-46.469.511,-25.000.339,-53.500.764
-23.432.075,-46.469.511,-22.220.833,-54.805.833
-23.432.075,-46.469.511,-21.134.167,-47.774.189
-23.432.075,-46.469.511,-19.765,-47.964.778
-23.432.075,-46.469.511,-18.882.844,-48.225.594
-23.432.075,-46.469.511,-14.862.761,-40.863.106
-16.632.033,-49.220.686,-15.652.931,-56.116.719
-16.632.033,-49.220.686,-10.241.667,-4.835.278
-16.632.033,-49.220.686,-21.134.167,-47.774.189
-16.632.033,-49.220.686,-18.882.844,-48.225.594
-11.885,-55.586,-158.711,-47.918.625
-11.885,-55.586,-15.652.931,-56.116.719
-19.851.181,-43.950.628,-21.134.167,-47.774.189
-10.241.667,-4.835.278,-7.228.333,-48.240.833
-10.241.667,-4.835.278,-16.632.033,-49.220.686
-21.134.167,-47.774.189,-158.711,-47.918.625
-21.134.167,-47.774.189,-22.808.903,-43.243.647
-21.134.167,-47.774.189,-23.432.075,-46.469.511
-21.134.167,-47.774.189,-16.632.033,-49.220.686
-21.134.167,-47.774.189,-19.851.181,-43.950.628
-21.134.167,-47.774.189,-20.816.567,-49.406.511
-21.134.167,-47.774.189,-18.882.844,-48.225.594
-20.816.567,-49.406.511,-21.134.167,-47.774.189
-12.910.994,-38.331.044,-12.083.333,-45
-12.910.994,-38.331.044,-14.862.761,-40.863.106
-19.765,-47.964.778,-23.432.075,-46.469.511
-19.765,-47.964.778,-18.882.844,-48.225.594
-18.882.844,-48.225.594,-23.432.075,-46.469.511
-18.882.844,-48.225.594,-16.632.033,-49.220.686
-18.882.844,-48.225.594,-21.134.167,-47.774.189
-18.882.844,-48.225.594,-19.765,-47.964.778
-14.862.761,-40.863.106,-23.432.075,-46.469.511
-14.862.761,-40.863.106,-12.910.994,-38.331.044
407.832,-911.255,41.978.603,-87.904.842
407.832,-911.255,38.748.697,-90.370.028
39.834.564,-88.865.689,41.978.603,-87.904.842
39.834.564,-88.865.689,38.748.697,-90.370.028
35.831.708,-90.646.417,38.748.697,-90.370.028
41.978.603,-87.904.842,407.832,-911.255
41.978.603,-87.904.842,39.834.564,-88.865.689
38.748.697,-90.370.028,407.832,-911.255
38.748.697,-90.370.028,39.834.564,-88.865.689
38.748.697,-90.370.028,35.831.708,-90.646.417
55.478.889,-133.147.778,55.481.667,-132.646.111
55.478.889,-133.147.778,55.355.556,-13.171.375
55.481.667,-132.646.111,55.478.889,-133.147.778
55.481.667,-132.646.111,55.688.056,-132.536.667
55.481.667,-132.646.111,55.355.556,-13.171.375
55.688.056,-132.536.667,55.481.667,-132.646.111
55.688.056,-132.536.667,55.355.556,-13.171.375
55.355.556,-13.171.375,55.478.889,-133.147.778
55.355.556,-13.171.375,55.481.667,-132.646.111
55.355.556,-13.171.375,55.688.056,-132.536.667
55.355.556,-13.171.375,55.131.111,-131.578.056
55.131.111,-131.578.056,55.355.556,-13.171.375
5.605.186,-0.166786,14.739.708,-17.490.225
5.605.186,-0.166786,6.577.369,3.321.156
5.605.186,-0.166786,6.233.789,-10.362.311
41.297.078,2.078.464,13.337.961,-16.652.206
13.337.961,-16.652.206,41.297.078,2.078.464
13.337.961,-16.652.206,14.739.708,-17.490.225
13.337.961,-16.652.206,8.616.444,-13.195.489
9.576.889,-13.611.961,1.189.485,-15.653.681
14.739.708,-17.490.225,5.605.186,-0.166786
14.739.708,-17.490.225,13.337.961,-16.652.206
14.739.708,-17.490.225,4.006.081,9.719.481
14.739.708,-17.490.225,8.616.444,-13.195.489
14.739.708,-17.490.225,6.577.369,3.321.156
14.739.708,-17.490.225,1.189.485,-15.653.681
4.006.081,9.719.481,14.739.708,-17.490.225
4.006.081,9.719.481,6.577.369,3.321.156
8.616.444,-13.195.489,13.337.961,-16.652.206
8.616.444,-13.195.489,14.739.708,-17.490.225
8.616.444,-13.195.489,51.148.056,-0.190278
8.616.444,-13.195.489,6.233.789,-10.362.311
51.148.056,-0.190278,8.616.444,-13.195.489
6.577.369,3.321.156,5.605.186,-0.166786
6.577.369,3.321.156,14.739.708,-17.490.225
6.577.369,3.321.156,4.006.081,9.719.481
6.577.369,3.321.156,6.233.789,-10.362.311
1.189.485,-15.653.681,9.576.889,-13.611.961
1.189.485,-15.653.681,14.739.708,-17.490.225
6.233.789,-10.362.311,5.605.186,-0.166786
6.233.789,-10.362.311,8.616.444,-13.195.489
6.233.789,-10.362.311,6.577.369,3.321.156
608.186,-781.486,624.173,-779.253
608.186,-781.486,600.506,-772.869
587.114,-659.928,58.096.111,-68.426.944
53.625.278,-77.704.167,552.819,-777.653
53.625.278,-77.704.167,600.506,-772.869
53.625.278,-77.704.167,45.470.556,-73.740.833
552.819,-777.653,53.625.278,-77.704.167
552.819,-777.653,584.719,-780.769
552.819,-777.653,565.378,-792.467
552.819,-777.653,565.361,-765.183
552.819,-777.653,45.470.556,-73.740.833
552.819,-777.653,48.206.111,-78.835.556
624.173,-779.253,608.186,-781.486
624.173,-779.253,621.794,-756.672
600.272,-699.992,592.967,-695.997
600.272,-699.992,610.464,-696.178
600.272,-699.992,58.096.111,-68.426.944
54.805.278,-66.805.278,46.791.111,-71.393.333
54.805.278,-66.805.278,58.096.111,-68.426.944
54.805.278,-66.805.278,52.921.944,-66.864.444
54.805.278,-66.805.278,50.223.333,-66.265.556
584.719,-780.769,600.506,-772.869
584.719,-780.769,565.361,-765.183
584.719,-780.769,58.096.111,-68.426.944
592.967,-695.997,600.272,-699.992
592.967,-695.997,586.678,-699.558
592.967,-695.997,58.096.111,-68.426.944
600.506,-772.869,608.186,-781.486
600.506,-772.869,53.625.278,-77.704.167
600.506,-772.869,584.719,-780.769
600.506,-772.869,58.096.111,-68.426.944
46.791.111,-71.393.333,54.805.278,-66.805.278
46.791.111,-71.393.333,45.470.556,-73.740.833
610.464,-696.178,600.272,-699.992
610.464,-696.178,61.588.611,-71.929.444
565.378,-792.467,552.819,-777.653
565.378,-792.467,565.361,-765.183
586.678,-699.558,592.967,-695.997
586.678,-699.558,58.096.111,-68.426.944
565.361,-765.183,552.819,-777.653
565.361,-765.183,584.719,-780.769
565.361,-765.183,565.378,-792.467
45.470.556,-73.740.833,53.625.278,-77.704.167
45.470.556,-73.740.833,552.819,-777.653
45.470.556,-73.740.833,46.791.111,-71.393.333
45.470.556,-73.740.833,48.206.111,-78.835.556
48.206.111,-78.835.556,552.819,-777.653
48.206.111,-78.835.556,45.470.556,-73.740.833
58.096.111,-68.426.944,587.114,-659.928
58.096.111,-68.426.944,552.819,-777.653
58.096.111,-68.426.944,600.272,-699.992
58.096.111,-68.426.944,54.805.278,-66.805.278
58.096.111,-68.426.944,584.719,-780.769
58.096.111,-68.426.944,592.967,-695.997
58.096.111,-68.426.944,600.506,-772.869
58.096.111,-68.426.944,586.678,-699.558
61.588.611,-71.929.444,610.464,-696.178
61.588.611,-71.929.444,621.794,-756.672
52.921.944,-66.864.444,54.805.278,-66.805.278
52.921.944,-66.864.444,50.223.333,-66.265.556
621.794,-756.672,624.173,-779.253
621.794,-756.672,61.588.611,-71.929.444
50.223.333,-66.265.556,54.805.278,-66.805.278
50.223.333,-66.265.556,52.921.944,-66.864.444
115.472,431.594,25.252.778,55.364.444
115.472,431.594,21.679.564,39.156.536
115.472,431.594,201.444,453.047
201.444,453.047,-1.319.167,369.275
-1.319.167,369.275,201.444,453.047
13.681.108,100.747.283,1.350.189,103.994.433
-124.083.333,13.087.266,1.350.189,103.994.433
19.934.856,110.458.961,1.350.189,103.994.433
30.229.503,120.434.453,1.350.189,103.994.433
22.308.919,113.914.603,1.350.189,103.994.433
81.132,98.316.872,1.350.189,103.994.433
344.347.222,135.244.167,14.508.647,121.019.581
344.347.222,135.244.167,25.077.731,121.232.822
2.745.578,101.709.917,1.350.189,103.994.433
14.508.647,121.019.581,344.347.222,135.244.167
14.508.647,121.019.581,1.350.189,103.994.433
5.297.139,100.276.864,1.350.189,103.994.433
-31.940.278,115.966.944,1.350.189,103.994.433
11.546.556,104.844.139,1.350.189,103.994.433
13.410.666,10.381.284,1.350.189,103.994.433
16.907.305,96.133.222,1.350.189,103.994.433
10.818.797,106.651.856,1.350.189,103.994.433
1.350.189,103.994.433,13.681.108,100.747.283
1.350.189,103.994.433,-124.083.333,13.087.266
1.350.189,103.994.433,19.934.856,110.458.961
1.350.189,103.994.433,30.229.503,120.434.453
1.350.189,103.994.433,22.308.919,113.914.603
1.350.189,103.994.433,81.132,98.316.872
1.350.189,103.994.433,2.745.578,101.709.917
1.350.189,103.994.433,14.508.647,121.019.581
1.350.189,103.994.433,5.297.139,100.276.864
1.350.189,103.994.433,-31.940.278,115.966.944
1.350.189,103.994.433,11.546.556,104.844.139
1.350.189,103.994.433,13.410.666,10.381.284
1.350.189,103.994.433,16.907.305,96.133.222
1.350.189,103.994.433,10.818.797,106.651.856
1.350.189,103.994.433,23.Apr,116.683
1.350.189,103.994.433,25.077.731,121.232.822
23.Apr,116.683,1.350.189,103.994.433
25.077.731,121.232.822,344.347.222,135.244.167
25.077.731,121.232.822,1.350.189,103.994.433
47.485.033,9.560.775,42.760.277,10.239.445
51.132.767,13.767.161,47.464.722,8.549.167
51.289.453,6.766.775,47.671.317,9.511.486
42.760.277,10.239.445,47.485.033,9.560.775
42.760.277,10.239.445,47.671.317,9.511.486
42.760.277,10.239.445,48.353.783,11.786.086
42.760.277,10.239.445,47.464.722,8.549.167
47.671.317,9.511.486,51.289.453,6.766.775
47.671.317,9.511.486,42.760.277,10.239.445
47.671.317,9.511.486,53.630.389,9.988.228
47.671.317,9.511.486,40.898.661,9.517.628
47.671.317,9.511.486,52.559.686,13.287.711
47.671.317,9.511.486,44.108.269,15.346.697
47.988.758,102.395,40.886.033,14.290.781
46.991.067,15.439.628,47.464.722,8.549.167
53.630.389,9.988.228,47.671.317,9.511.486
48.353.783,11.786.086,42.760.277,10.239.445
40.886.033,14.290.781,47.988.758,102.395
40.898.661,9.517.628,47.671.317,9.511.486
47.793.304,13.004.333,47.464.722,8.549.167
52.559.686,13.287.711,47.671.317,9.511.486
44.108.269,15.346.697,47.671.317,9.511.486
47.464.722,8.549.167,51.132.767,13.767.161
47.464.722,8.549.167,42.760.277,10.239.445
47.464.722,8.549.167,46.991.067,15.439.628
47.464.722,8.549.167,47.793.304,13.004.333
33.636.719,-84.428.067,37.858.333,-80.399.444
33.636.719,-84.428.067,3.269.285,-83.649.211
33.636.719,-84.428.067,32.332.624,-88.751.868
33.636.719,-84.428.067,347.453,-876.102
33.636.719,-84.428.067,314.671,-893.371
33.636.719,-84.428.067,342.681,-887.699
25.699.881,-79.264.656,26.072.583,-8.015.275
25.474.861,-76.683.489,26.072.583,-8.015.275
25.474.861,-76.683.489,26.683.161,-80.095.589
24.556.111,-81.759.556,26.072.583,-8.015.275
24.556.111,-81.759.556,26.536.167,-81.755.167
24.556.111,-81.759.556,27.975.472,-8.253.325
26.072.583,-8.015.275,25.699.881,-79.264.656
26.072.583,-8.015.275,25.474.861,-76.683.489
26.072.583,-8.015.275,24.556.111,-81.759.556
26.072.583,-8.015.275,26.558.686,-78.695.553
26.072.583,-8.015.275,23.562.631,-75.877.958
26.072.583,-8.015.275,25.284.706,-76.331.011
26.072.583,-8.015.275,28.429.394,-81.308.994
26.072.583,-8.015.275,26.511.406,-77.083.472
26.072.583,-8.015.275,26.745.336,-77.391.269
26.072.583,-8.015.275,27.975.472,-8.253.325
26.558.686,-78.695.553,26.072.583,-8.015.275
23.562.631,-75.877.958,26.072.583,-8.015.275
23.562.631,-75.877.958,25.284.706,-76.331.011
25.284.706,-76.331.011,26.072.583,-8.015.275
334.829,-909.856,342.681,-887.699
29.690.056,-82.271.778,28.429.394,-81.308.994
29.690.056,-82.271.778,27.975.472,-8.253.325
30.494.056,-81.687.861,26.511.406,-77.083.472
30.494.056,-81.687.861,27.975.472,-8.253.325
37.858.333,-80.399.444,33.636.719,-84.428.067
3.269.285,-83.649.211,33.636.719,-84.428.067
3.269.285,-83.649.211,28.429.394,-81.308.994
28.429.394,-81.308.994,26.072.583,-8.015.275
28.429.394,-81.308.994,29.690.056,-82.271.778
28.429.394,-81.308.994,3.269.285,-83.649.211
28.429.394,-81.308.994,26.511.406,-77.083.472
28.429.394,-81.308.994,30.473.425,-87.186.611
28.429.394,-81.308.994,26.536.167,-81.755.167
28.429.394,-81.308.994,30.396.528,-84.350.333
32.332.624,-88.751.868,33.636.719,-84.428.067
26.511.406,-77.083.472,26.072.583,-8.015.275
26.511.406,-77.083.472,30.494.056,-81.687.861
26.511.406,-77.083.472,28.429.394,-81.308.994
26.511.406,-77.083.472,26.683.161,-80.095.589
347.453,-876.102,33.636.719,-84.428.067
26.683.161,-80.095.589,25.474.861,-76.683.489
26.683.161,-80.095.589,26.511.406,-77.083.472
26.683.161,-80.095.589,27.975.472,-8.253.325
314.671,-893.371,33.636.719,-84.428.067
30.473.425,-87.186.611,28.429.394,-81.308.994
30.473.425,-87.186.611,27.975.472,-8.253.325
26.536.167,-81.755.167,24.556.111,-81.759.556
26.536.167,-81.755.167,28.429.394,-81.308.994
26.745.336,-77.391.269,26.072.583,-8.015.275
30.396.528,-84.350.333,28.429.394,-81.308.994
30.396.528,-84.350.333,27.975.472,-8.253.325
27.975.472,-8.253.325,24.556.111,-81.759.556
27.975.472,-8.253.325,26.072.583,-8.015.275
27.975.472,-8.253.325,29.690.056,-82.271.778
27.975.472,-8.253.325,30.494.056,-81.687.861
27.975.472,-8.253.325,26.683.161,-80.095.589
27.975.472,-8.253.325,30.473.425,-87.186.611
27.975.472,-8.253.325,30.396.528,-84.350.333
342.681,-887.699,33.636.719,-84.428.067
342.681,-887.699,334.829,-909.856
52.308.613,4.763.889,349.888,-302.821
52.308.613,4.763.889,35.726.917,-5.916.889
41.297.078,2.078.464,33.367.467,-7.589.967
41.297.078,2.078.464,349.888,-302.821
41.297.078,2.078.464,35.726.917,-5.916.889
45.673.889,9.704.166,33.367.467,-7.589.967
44.535.444,11.288.667,33.367.467,-7.589.967
50.901.389,4.484.444,33.367.467,-7.589.967
50.901.389,4.484.444,349.888,-302.821
50.901.389,4.484.444,35.726.917,-5.916.889
50.865.917,7.142.744,349.888,-302.821
33.367.467,-7.589.967,41.297.078,2.078.464
33.367.467,-7.589.967,45.673.889,9.704.166
33.367.467,-7.589.967,44.535.444,11.288.667
33.367.467,-7.589.967,50.901.389,4.484.444
33.367.467,-7.589.967,44.547.019,7.623.217
33.367.467,-7.589.967,51.148.056,-0.190278
33.367.467,-7.589.967,45.726.387,5.090.833
33.367.467,-7.589.967,43.576.194,3.963.014
33.367.467,-7.589.967,40.898.553,29.309.219
33.367.467,-7.589.967,43.629.075,1.363.819
33.367.467,-7.589.967,456.484,12.194.422
44.547.019,7.623.217,33.367.467,-7.589.967
33.927.261,-4.977.958,43.576.194,3.963.014
51.148.056,-0.190278,33.367.467,-7.589.967
51.148.056,-0.190278,35.726.917,-5.916.889
45.726.387,5.090.833,33.367.467,-7.589.967
43.576.194,3.963.014,33.367.467,-7.589.967
43.576.194,3.963.014,33.927.261,-4.977.958
43.576.194,3.963.014,349.888,-302.821
349.888,-302.821,52.308.613,4.763.889
349.888,-302.821,41.297.078,2.078.464
349.888,-302.821,50.901.389,4.484.444
349.888,-302.821,50.865.917,7.142.744
349.888,-302.821,43.576.194,3.963.014
349.888,-302.821,3.955.361,2.727.778
3.955.361,2.727.778,349.888,-302.821
40.898.553,29.309.219,33.367.467,-7.589.967
43.629.075,1.363.819,33.367.467,-7.589.967
35.726.917,-5.916.889,52.308.613,4.763.889
35.726.917,-5.916.889,41.297.078,2.078.464
35.726.917,-5.916.889,50.901.389,4.484.444
35.726.917,-5.916.889,51.148.056,-0.190278
456.484,12.194.422,33.367.467,-7.589.967
12.501.389,-70.015.221,11.780.775,-70.151.497
12.501.389,-70.015.221,10.558.208,-71.727.856
12.131.044,-68.268.511,12.188.853,-68.959.803
12.188.853,-68.959.803,12.501.389,-70.015.221
11.780.775,-70.151.497,12.501.389,-70.015.221
10.558.208,-71.727.856,12.501.389,-70.015.221
46.283.333,48.006.278,55.408.611,37.906.111
46.283.333,48.006.278,59.800.292,30.262.503
39.775,64.483.333,55.408.611,37.906.111
55.408.611,37.906.111,46.283.333,48.006.278
55.408.611,37.906.111,39.775,64.483.333
55.408.611,37.906.111,506.438,365.901
55.408.611,37.906.111,403.588,71.745
55.408.611,37.906.111,388.336,659.215
55.408.611,37.906.111,409.846,715.567
55.408.611,37.906.111,401.172,651.708
55.408.611,37.906.111,39.700.547,66.983.829
55.408.611,37.906.111,42.404.664,18.723.286
506.438,365.901,55.408.611,37.906.111
403.588,71.745,55.408.611,37.906.111
388.336,659.215,55.408.611,37.906.111
59.800.292,30.262.503,46.283.333,48.006.278
409.846,715.567,55.408.611,37.906.111
401.172,651.708,55.408.611,37.906.111
39.700.547,66.983.829,55.408.611,37.906.111
42.404.664,18.723.286,55.408.611,37.906.111
17.136.749,-61.792.667,16.265.306,-61.531.806
4.819.808,-52.360.447,14.591.033,-61.003.175
